Date,Daily number of positive tests (may count people more than once),3-day average of daily number of positive tests (may count people more than once),Cumulative positive tests (may count people more than once),Daily number of negative tests (may count people more than once),Cumulative negative tests (may count people more than once),Daily total tests completed (may count people more than once),Cumulative total tests completed (may count people more than once),New people who tested positive (counts first positive lab per person),3-day average of new people who tested positive (counts first positive lab per person),Cumulative people who tested positive (counts first positive lab per person),New people who have only tested negative (counts first negative lab per person),Cumulative people who have only tested negative (counts first negative lab per person),Cumulative people tested (one count per person),New hospital admissions,Cumulative hospital admissions,New hospital discharges,Cumulative hospital discharges,Hospital deaths,Cumulative hospital deaths,Currently hospitalized,3-day average of currently hospitalized,Currently in ICU,Currently vented,Date of death,Total deaths,Daily number of first vaccine doses administered (includes single-dose vaccines),Daily number of second vaccine doses administered (only applicable for two-dose vaccines),Daily total number of vaccine doses administered,Cumulative total number of vaccine doses administered,Daily number of people at least partially vaccinated,Cumulative total number of people at least partially vaccinated,Daily number of people fully vaccinated,Cumulative total number of people fully vaccinated
2/27/2020,0,--,0,0,0,0,0,0,--,0,0,0,0,1,1,0,0,0,0,1,--,0,0,0,0,-,-,--,--,--,--,--,--
2/28/2020,0,--,0,0,0,0,0,0,--,0,0,0,0,0,1,0,0,0,0,1,--,1,0,0,0,-,-,--,--,--,--,--,--
2/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,-,-,--,--,--,--,--,--
3/1/2020,2,1,2,2,2,4,4,2,1,2,2,2,4,0,1,0,0,0,0,1,1,1,1,0,0,-,-,--,--,--,--,--,--
3/2/2020,0,1,2,1,3,1,5,0,1,2,0,2,4,1,2,0,0,0,0,2,1,2,2,0,0,-,-,--,--,--,--,--,--
3/3/2020,0,1,2,2,5,2,7,0,1,2,1,3,5,0,2,0,0,0,0,2,2,2,2,0,0,-,-,--,--,--,--,--,--
3/4/2020,0,0,2,12,17,12,19,0,0,2,10,13,15,1,3,0,0,0,0,3,2,2,2,0,0,-,-,--,--,--,--,--,--
3/5/2020,0,0,2,4,21,4,23,1,0,3,4,17,20,0,3,0,0,0,0,3,3,2,2,0,0,-,-,--,--,--,--,--,--
3/6/2020,1,0,3,12,33,13,36,0,0,3,11,28,31,0,3,0,0,0,0,3,3,2,2,0,0,-,-,--,--,--,--,--,--
3/7/2020,0,0,3,19,52,19,55,0,0,3,19,47,50,0,3,0,0,0,0,3,3,2,1,0,0,-,-,--,--,--,--,--,--
3/8/2020,0,0,3,18,70,18,73,0,0,3,18,65,68,0,3,0,0,0,0,3,3,2,1,0,0,-,-,--,--,--,--,--,--
3/9/2020,1,0,4,15,85,16,89,1,0,4,14,79,83,0,3,0,0,0,0,3,3,2,1,0,0,-,-,--,--,--,--,--,--
3/10/2020,2,1,6,25,110,27,116,1,1,5,21,100,105,0,3,0,0,0,0,3,3,2,1,0,0,-,-,--,--,--,--,--,--
3/11/2020,0,1,6,34,144,34,150,0,1,5,32,132,137,1,4,0,0,0,0,4,3,1,1,0,0,-,-,--,--,--,--,--,--
3/12/2020,9,4,15,41,185,50,200,7,3,12,38,170,182,1,5,0,0,0,0,5,4,1,1,0,0,-,-,--,--,--,--,--,--
3/13/2020,6,5,21,50,235,56,256,6,4,18,43,213,231,4,9,1,1,0,0,8,6,1,1,0,0,-,-,--,--,--,--,--,--
3/14/2020,0,5,21,90,325,90,346,0,4,18,77,290,308,0,9,0,1,0,0,8,7,1,1,0,0,-,-,--,--,--,--,--,--
3/15/2020,1,2,22,54,379,55,401,1,2,19,52,342,361,1,10,0,1,0,0,9,8,2,1,0,0,-,-,--,--,--,--,--,--
3/16/2020,2,1,24,95,474,97,498,2,1,21,85,427,448,2,12,0,1,0,0,11,9,2,0,0,0,-,-,--,--,--,--,--,--
3/17/2020,12,5,36,162,636,174,672,11,5,32,134,561,593,6,18,0,1,0,0,17,12,2,0,0,0,-,-,--,--,--,--,--,--
3/18/2020,9,8,45,116,752,125,797,11,8,43,97,658,701,3,21,0,1,0,0,20,16,2,0,0,0,-,-,--,--,--,--,--,--
3/19/2020,15,12,60,262,1014,277,1074,17,13,60,232,890,950,2,23,1,2,0,0,21,19,3,0,1,1,-,-,--,--,--,--,--,--
3/20/2020,13,12,73,197,1211,210,1284,13,14,73,177,1067,1140,5,28,0,2,0,0,26,22,4,0,0,1,-,-,--,--,--,--,--,--
3/21/2020,12,13,85,126,1337,138,1422,14,15,87,106,1173,1260,3,31,2,4,0,0,27,25,5,0,0,1,-,-,--,--,--,--,--,--
3/22/2020,27,17,112,282,1619,309,1731,25,17,112,242,1415,1527,2,33,0,4,0,0,29,27,5,0,0,1,-,-,--,--,--,--,--,--
3/23/2020,14,18,126,169,1788,183,1914,16,18,128,153,1568,1696,15,48,1,5,0,0,43,33,9,3,0,1,-,-,--,--,--,--,--,--
3/24/2020,20,20,146,242,2030,262,2176,19,20,147,206,1774,1921,8,56,0,5,0,0,51,41,10,5,0,1,-,-,--,--,--,--,--,--
3/25/2020,26,20,172,182,2212,208,2384,28,21,175,151,1925,2100,4,60,1,6,0,0,54,49,11,4,0,1,-,-,--,--,--,--,--,--
3/26/2020,35,27,207,181,2393,216,2600,41,29,216,152,2077,2293,9,69,5,11,0,0,58,54,14,5,0,1,-,-,--,--,--,--,--,--
3/27/2020,27,29,234,214,2607,241,2841,31,33,247,175,2252,2499,9,78,1,12,1,1,65,59,16,6,2,3,-,-,--,--,--,--,--,--
3/28/2020,59,40,293,260,2867,319,3160,64,45,311,218,2470,2781,11,89,2,14,1,2,73,65,15,6,1,4,-,-,--,--,--,--,--,--
3/29/2020,100,62,393,350,3217,450,3610,105,67,416,275,2745,3161,8,97,3,17,1,3,77,72,18,8,2,6,-,-,--,--,--,--,--,--
3/30/2020,62,74,455,222,3439,284,3894,78,82,494,162,2907,3401,19,116,5,22,0,3,91,80,19,11,3,9,-,-,--,--,--,--,--,--
3/31/2020,71,78,526,369,3808,440,4334,73,85,567,266,3173,3740,11,127,7,29,1,4,94,87,21,13,2,11,-,-,--,--,--,--,--,--
4/1/2020,99,77,625,698,4506,797,5131,100,84,667,543,3716,4383,18,145,7,36,0,4,105,97,29,15,1,12,-,-,--,--,--,--,--,--
4/2/2020,52,74,677,477,4983,529,5660,62,78,729,386,4102,4831,22,167,6,42,2,6,119,106,35,21,4,16,-,-,--,--,--,--,--,--
4/3/2020,108,86,785,774,5757,882,6542,99,87,828,619,4721,5549,23,190,7,49,0,6,135,120,42,25,3,19,-,-,--,--,--,--,--,--
4/4/2020,143,101,928,660,6417,803,7345,138,100,966,550,5271,6237,22,212,4,53,5,11,148,134,40,29,9,28,-,-,--,--,--,--,--,--
4/5/2020,187,146,1115,1156,7573,1343,8688,181,139,1147,921,6192,7339,20,232,9,62,1,12,158,147,43,35,2,30,-,-,--,--,--,--,--,--
4/6/2020,218,183,1333,1706,9279,1924,10612,206,175,1353,1393,7585,8938,26,258,7,69,0,12,177,161,47,39,7,37,-,-,--,--,--,--,--,--
4/7/2020,284,230,1617,1629,10908,1913,12525,260,216,1613,1301,8886,10499,19,277,3,72,2,14,191,175,49,41,5,42,-,-,--,--,--,--,--,--
4/8/2020,290,264,1907,1720,12628,2010,14535,271,246,1884,1374,10260,12144,18,295,8,80,5,19,196,188,49,37,10,52,-,-,--,--,--,--,--,--
4/9/2020,283,286,2190,1516,14144,1799,16334,277,269,2161,1197,11457,13618,32,327,8,88,4,23,216,201,53,40,7,59,-,-,--,--,--,--,--,--
4/10/2020,419,331,2609,2575,16719,2994,19328,400,316,2561,2070,13527,16088,29,356,17,105,5,28,223,212,59,41,11,70,-,-,--,--,--,--,--,--
4/11/2020,298,333,2907,1905,18624,2203,21531,280,319,2841,1516,15043,17884,29,385,11,116,2,30,239,226,61,48,12,82,-,-,--,--,--,--,--,--
4/12/2020,315,344,3222,1670,20294,1985,23516,286,322,3127,1236,16279,19406,35,420,12,128,5,35,257,240,59,49,9,91,-,-,--,--,--,--,--,--
4/13/2020,161,258,3383,935,21229,1096,24612,187,251,3314,739,17018,20332,35,455,13,141,3,38,276,257,64,54,9,100,-,-,--,--,--,--,--,--
4/14/2020,290,255,3673,1787,23016,2077,26689,261,245,3575,1313,18331,21906,27,482,18,159,5,43,280,271,72,53,8,108,-,-,--,--,--,--,--,--
4/15/2020,350,267,4023,1799,24815,2149,28838,306,251,3881,1321,19652,23533,30,512,19,178,3,46,288,281,72,54,17,125,-,-,--,--,--,--,--,--
4/16/2020,447,362,4470,2494,27309,2941,31779,384,317,4265,1800,21452,25717,34,546,23,201,6,52,293,287,72,53,14,139,-,-,--,--,--,--,--,--
4/17/2020,304,367,4774,1822,29131,2126,33905,290,327,4555,1245,22697,27252,31,577,20,221,7,59,297,293,66,45,21,160,-,-,--,--,--,--,--,--
4/18/2020,321,357,5095,1725,30856,2046,35951,285,320,4840,1157,23854,28694,26,603,18,239,4,63,301,297,63,49,15,175,-,-,--,--,--,--,--,--
4/19/2020,381,335,5476,2046,32902,2427,38378,337,304,5177,1527,25381,30558,23,626,26,265,1,64,297,298,65,55,11,186,-,-,--,--,--,--,--,--
4/20/2020,394,365,5870,1907,34809,2301,40679,375,332,5552,1348,26729,32281,45,671,28,293,2,66,312,303,75,56,10,196,-,-,--,--,--,--,--,--
4/21/2020,444,406,6314,2110,36919,2554,43233,383,365,5935,1477,28206,34141,44,715,31,324,5,71,320,310,72,56,18,214,-,-,--,--,--,--,--,--
4/22/2020,418,419,6732,2390,39309,2808,46041,380,379,6315,1626,29832,36147,40,755,31,355,5,76,324,319,73,58,18,232,-,-,--,--,--,--,--,--
4/23/2020,479,447,7211,2469,41778,2948,48989,411,391,6726,1593,31425,38151,31,786,27,382,5,81,323,322,76,62,15,247,-,-,--,--,--,--,--,--
4/24/2020,491,463,7702,3284,45062,3775,52764,405,399,7131,2098,33523,40654,35,821,27,409,4,85,327,325,85,63,15,262,-,-,--,--,--,--,--,--
4/25/2020,393,454,8095,2206,47268,2599,55363,299,372,7430,1461,34984,42414,34,855,17,426,5,90,339,330,85,62,14,276,-,-,--,--,--,--,--,--
4/26/2020,316,400,8411,2309,49577,2625,57988,274,326,7704,1630,36614,44318,33,888,15,441,3,93,354,340,86,59,14,290,-,-,--,--,--,--,--,--
4/27/2020,249,319,8660,1620,51197,1869,59857,206,260,7910,985,37599,45509,28,916,20,461,4,97,358,350,86,61,10,300,-,-,--,--,--,--,--,--
4/28/2020,410,325,9070,2263,53460,2673,62530,330,270,8240,1395,38994,47234,43,959,23,484,3,100,375,362,88,59,22,322,-,-,--,--,--,--,--,--
4/29/2020,476,378,9546,3343,56803,3819,66349,371,302,8611,2021,41015,49626,35,994,38,522,11,111,361,365,78,53,18,340,-,-,--,--,--,--,--,--
4/30/2020,432,439,9978,2769,59572,3201,69550,350,350,8961,1580,42595,51556,30,1024,34,556,6,117,351,362,83,58,24,364,-,-,--,--,--,--,--,--
5/1/2020,454,454,10432,3086,62658,3540,73090,323,348,9284,1794,44389,53673,49,1073,35,591,3,120,362,358,84,59,14,378,-,-,--,--,--,--,--,--
5/2/2020,257,381,10689,1926,64584,2183,75273,193,289,9477,1098,45487,54964,34,1107,38,629,4,124,354,356,94,64,24,402,-,-,--,--,--,--,--,--
5/3/2020,283,331,10972,2160,66744,2443,77716,183,233,9660,1314,46801,56461,30,1137,25,654,8,132,351,356,91,62,21,423,-,-,--,--,--,--,--,--
5/4/2020,387,309,11359,2098,68842,2485,80201,290,222,9950,1371,48172,58122,29,1166,30,684,6,138,344,350,89,59,18,441,-,-,--,--,--,--,--,--
5/5/2020,433,368,11792,2873,71715,3306,83507,300,258,10250,1726,49898,60148,24,1190,27,711,6,144,335,343,83,56,16,457,-,-,--,--,--,--,--,--
5/6/2020,488,436,12280,2830,74545,3318,86825,339,310,10589,1649,51547,62136,26,1216,42,753,9,153,310,330,81,56,21,478,-,-,--,--,--,--,--,--
5/7/2020,425,449,12705,2969,77514,3394,90219,270,303,10859,1663,53210,64069,32,1248,39,792,6,159,297,314,73,54,21,499,-,-,--,--,--,--,--,--
5/8/2020,359,424,13064,2598,80112,2957,93176,229,279,11088,1452,54662,65750,29,1277,26,818,7,166,293,300,73,55,22,521,-,-,--,--,--,--,--,--
5/9/2020,467,417,13531,3346,83458,3813,96989,288,262,11376,1955,56617,67993,19,1296,18,836,4,170,290,293,71,53,15,536,-,-,--,--,--,--,--,--
5/10/2020,285,370,13816,2117,85575,2402,99391,190,236,11566,1324,57941,69507,18,1314,21,857,6,176,281,288,72,51,14,550,-,-,--,--,--,--,--,--
5/11/2020,257,336,14073,1857,87432,2114,101505,173,217,11739,1152,59093,70832,30,1344,15,872,6,182,290,287,73,51,15,565,-,-,--,--,--,--,--,--
5/12/2020,387,310,14460,2611,90043,2998,104503,225,196,11964,1422,60515,72479,23,1367,18,890,4,186,291,287,71,50,22,587,-,-,--,--,--,--,--,--
5/13/2020,351,332,14811,3632,93675,3983,108486,199,199,12163,1718,62233,74396,23,1390,25,915,1,187,288,290,71,51,13,600,-,-,--,--,--,--,--,--
5/14/2020,329,356,15140,3407,97082,3736,112222,233,219,12396,1742,63975,76371,18,1408,26,941,3,190,277,285,66,47,15,615,-,-,--,--,--,--,--,--
5/15/2020,381,354,15521,3457,100539,3838,116060,232,221,12628,1591,65566,78194,24,1432,40,981,5,195,256,274,63,47,14,629,-,-,--,--,--,--,--,--
5/16/2020,449,386,15970,4156,104695,4605,120665,247,237,12875,1694,67260,80135,25,1457,15,996,5,200,261,265,62,47,15,644,-,-,--,--,--,--,--,--
5/17/2020,240,357,16210,2768,107463,3008,123673,126,202,13001,1360,68620,81621,17,1474,9,1005,5,205,264,260,60,46,10,654,-,-,--,--,--,--,--,--
5/18/2020,250,313,16460,2001,109464,2251,125924,134,169,13135,1233,69853,82988,18,1492,15,1020,5,210,262,262,58,41,18,672,-,-,--,--,--,--,--,--
5/19/2020,415,302,16875,3168,112632,3583,129507,215,158,13350,1730,71583,84933,23,1515,33,1053,5,215,247,258,57,39,11,683,-,-,--,--,--,--,--,--
5/20/2020,326,330,17201,2771,115403,3097,132604,183,177,13533,1365,72948,86481,19,1534,23,1076,7,222,236,248,53,34,22,705,-,-,--,--,--,--,--,--
5/21/2020,374,372,17575,3757,119160,4131,136735,168,189,13701,1744,74692,88393,25,1559,15,1091,3,225,243,242,54,30,20,725,-,-,--,--,--,--,--,--
5/22/2020,351,350,17926,3161,122321,3512,140247,206,186,13907,1418,76110,90017,20,1579,28,1119,5,230,230,236,53,30,11,736,-,-,--,--,--,--,--,--
5/23/2020,253,326,18179,2742,125063,2995,143242,109,161,14016,1139,77249,91265,19,1598,11,1130,3,233,235,236,53,33,13,749,-,-,--,--,--,--,--,--
5/24/2020,164,256,18343,1370,126433,1534,144776,84,133,14100,694,77943,92043,13,1611,14,1144,2,235,232,232,54,36,8,757,-,-,--,--,--,--,--,--
5/25/2020,147,188,18490,1385,127818,1532,146308,77,90,14177,637,78580,92757,14,1625,14,1158,0,235,232,233,54,34,10,767,-,-,--,--,--,--,--,--
5/26/2020,284,198,18774,2620,130438,2904,149212,158,106,14335,1467,80047,94382,24,1649,21,1179,5,240,230,231,49,33,15,782,-,-,--,--,--,--,--,--
5/27/2020,276,236,19050,2058,132496,2334,151546,132,122,14467,1028,81075,95542,20,1669,18,1197,3,243,229,230,51,33,10,792,-,-,--,--,--,--,--,--
5/28/2020,348,303,19398,3359,135855,3707,155253,130,140,14597,983,82058,96655,16,1685,27,1224,4,247,214,224,47,32,8,800,-,-,--,--,--,--,--,--
5/29/2020,410,345,19808,3915,139770,4325,159578,175,146,14772,1383,83441,98213,19,1704,26,1250,7,254,200,214,43,31,12,812,-,-,--,--,--,--,--,--
5/30/2020,225,328,20033,3915,143685,4140,163718,109,138,14881,1556,84997,99878,16,1720,19,1269,4,258,193,202,41,29,12,824,-,-,--,--,--,--,--,--
5/31/2020,155,263,20188,1690,145375,1845,165563,78,121,14959,751,85748,100707,11,1731,12,1281,1,259,191,195,44,26,3,827,-,-,--,--,--,--,--,--
6/1/2020,212,197,20400,2792,148167,3004,168567,93,93,15052,1240,86988,102040,8,1739,13,1294,1,260,185,190,45,29,5,832,-,-,--,--,--,--,--,--
6/2/2020,273,213,20673,3021,151188,3294,171861,98,90,15150,1284,88272,103422,8,1747,9,1303,3,263,181,186,38,25,10,842,-,-,--,--,--,--,--,--
6/3/2020,254,246,20927,3486,154674,3740,175601,99,97,15249,1505,89777,105026,13,1760,17,1320,6,269,171,179,34,25,11,853,-,-,--,--,--,--,--,--
6/4/2020,276,268,21203,4471,159145,4747,180348,107,101,15356,1799,91576,106932,7,1767,26,1346,4,273,148,167,31,24,12,865,-,-,--,--,--,--,--,--
6/5/2020,215,248,21418,3513,162658,3728,184076,99,102,15455,1351,92927,108382,15,1782,13,1359,6,279,144,154,27,21,11,876,-,-,--,--,--,--,--,--
6/6/2020,201,231,21619,2616,165274,2817,186893,67,91,15522,998,93925,109447,9,1791,6,1365,2,281,145,146,29,19,6,882,-,-,--,--,--,--,--,--
6/7/2020,83,166,21702,1625,166899,1708,188601,50,72,15572,716,94641,110213,11,1802,7,1372,1,282,148,146,25,17,4,886,-,-,--,--,--,--,--,--
6/8/2020,119,134,21821,1849,168748,1968,190569,44,54,15616,874,95515,111131,15,1817,13,1385,2,284,148,147,27,18,4,890,-,-,--,--,--,--,--,--
6/9/2020,223,142,22044,2674,171422,2897,193466,64,53,15680,1133,96648,112328,10,1827,19,1404,0,284,139,145,28,21,1,891,-,-,--,--,--,--,--,--
6/10/2020,209,184,22253,2987,174409,3196,196662,101,70,15781,1345,97993,113774,13,1840,12,1416,2,286,138,142,24,17,4,895,-,-,--,--,--,--,--,--
6/11/2020,195,209,22448,3514,177923,3709,200371,88,84,15869,1393,99386,115255,6,1846,14,1430,1,287,129,135,25,16,6,901,-,-,--,--,--,--,--,--
6/12/2020,209,204,22657,4601,182524,4810,205181,78,89,15947,1876,101262,117209,9,1855,16,1446,1,288,121,129,24,16,2,903,-,-,--,--,--,--,--,--
6/13/2020,113,172,22770,3036,185560,3149,208330,49,72,15996,1184,102446,118442,6,1861,5,1451,0,288,122,124,20,15,3,906,-,-,--,--,--,--,--,--
6/14/2020,81,134,22851,2046,187606,2127,210457,33,53,16029,890,103336,119365,7,1868,8,1459,1,289,120,121,20,14,3,909,-,-,--,--,--,--,--,--
6/15/2020,188,127,23039,3107,190713,3295,213752,75,52,16104,1633,104969,121073,14,1882,19,1478,0,289,115,119,20,16,5,914,-,-,--,--,--,--,--,--
6/16/2020,110,126,23149,3017,193730,3127,216879,50,53,16154,1408,106377,122531,11,1893,9,1487,1,290,116,117,22,16,8,922,-,-,--,--,--,--,--,--
6/17/2020,127,142,23276,2835,196565,2962,219841,51,59,16205,1208,107585,123790,15,1908,20,1507,4,294,107,113,18,14,6,928,-,-,--,--,--,--,--,--
6/18/2020,149,129,23425,3049,199614,3198,223039,70,57,16275,1195,108780,125055,9,1917,15,1522,1,295,100,108,19,16,7,935,-,-,--,--,--,--,--,--
6/19/2020,141,139,23566,3769,203383,3910,226949,59,60,16334,1231,110011,126345,13,1930,12,1534,1,296,100,102,21,18,3,938,-,-,--,--,--,--,--,--
6/20/2020,84,125,23650,1891,205274,1975,228924,36,55,16370,738,110749,127119,8,1938,11,1545,0,296,97,99,21,19,4,942,-,-,--,--,--,--,--,--
6/21/2020,37,87,23687,1064,206338,1101,230025,30,42,16400,628,111377,127777,8,1946,5,1550,0,296,100,99,21,19,2,944,-,-,--,--,--,--,--,--
6/22/2020,138,86,23825,3730,210068,3868,233893,65,44,16465,1557,112934,129399,11,1957,16,1566,0,296,95,97,20,19,2,946,-,-,--,--,--,--,--,--
6/23/2020,163,113,23988,3831,213899,3994,237887,81,59,16546,1635,114569,131115,3,1960,13,1579,3,299,82,92,19,19,7,953,-,-,--,--,--,--,--,--
6/24/2020,120,140,24108,3502,217401,3622,241509,45,64,16591,1531,116100,132691,9,1969,10,1589,1,300,80,86,19,19,5,958,-,-,--,--,--,--,--,--
6/25/2020,103,129,24211,2883,220284,2986,244495,51,59,16642,1361,117461,134103,6,1975,14,1603,1,301,71,78,18,18,1,959,-,-,--,--,--,--,--,--
6/26/2020,94,106,24305,2488,222772,2582,247077,60,52,16702,1234,118695,135397,2,1977,10,1613,0,301,63,71,19,19,1,960,-,-,--,--,--,--,--,--
6/27/2020,84,94,24389,3216,225988,3300,250377,37,49,16739,1115,119810,136549,5,1982,3,1616,1,302,64,66,18,18,5,965,-,-,--,--,--,--,--,--
6/28/2020,39,72,24428,1469,227457,1508,251885,17,38,16756,550,120360,137116,4,1986,4,1620,4,306,60,62,16,15,6,971,-,-,--,--,--,--,--,--
6/29/2020,85,69,24513,3696,231153,3781,255666,40,31,16796,1240,121600,138396,4,1990,5,1625,0,306,59,61,15,15,1,972,-,-,--,--,--,--,--,--
6/30/2020,58,61,24571,1958,233111,2016,257682,33,30,16829,913,122513,139342,1,1991,5,1630,1,307,54,58,13,12,5,977,-,-,--,--,--,--,--,--
7/1/2020,144,96,24715,4099,237210,4243,261925,79,51,16908,1749,124262,141170,8,1999,10,1640,0,307,52,55,12,12,1,978,-,-,--,--,--,--,--,--
7/2/2020,103,102,24818,2803,240013,2906,264831,59,57,16967,980,125242,142209,5,2004,5,1645,1,308,51,52,11,11,3,981,-,-,--,--,--,--,--,--
7/3/2020,50,99,24868,2079,242092,2129,266960,24,54,16991,722,125964,142955,9,2013,6,1651,0,308,54,52,10,10,3,984,-,-,--,--,--,--,--,--
7/4/2020,57,70,24925,2345,244437,2402,269362,33,39,17024,921,126885,143909,2,2015,4,1655,1,309,51,52,11,10,2,986,-,-,--,--,--,--,--,--
7/5/2020,49,52,24974,2932,247369,2981,272343,26,28,17050,1317,128202,145252,1,2016,2,1657,1,310,49,51,9,9,2,988,-,-,--,--,--,--,--,--
7/6/2020,101,69,25075,2814,250183,2915,275258,57,39,17107,1434,129636,146743,5,2021,5,1662,0,310,49,50,10,10,4,992,-,-,--,--,--,--,--,--
7/7/2020,81,77,25156,3458,253641,3539,278797,47,43,17154,1417,131053,148207,5,2026,7,1669,0,310,47,48,9,9,2,994,-,-,--,--,--,--,--,--
7/8/2020,105,96,25261,3409,257050,3514,282311,64,56,17218,1291,132344,149562,4,2030,2,1671,0,310,49,48,10,9,0,994,-,-,--,--,--,--,--,--
7/9/2020,94,93,25355,3714,260764,3808,286119,50,54,17268,1485,133829,151097,9,2039,3,1674,0,310,55,50,10,9,0,994,-,-,--,--,--,--,--,--
7/10/2020,132,110,25487,4437,265201,4569,290688,80,65,17348,1896,135725,153073,6,2045,3,1677,2,312,56,53,8,7,3,997,-,-,--,--,--,--,--,--
7/11/2020,63,96,25550,2938,268139,3001,293689,36,55,17384,1203,136928,154312,6,2051,3,1680,1,313,58,56,7,6,3,1000,-,-,--,--,--,--,--,--
7/12/2020,47,81,25597,1838,269977,1885,295574,34,50,17418,866,137794,155212,1,2052,3,1683,1,314,55,56,7,5,3,1003,-,-,--,--,--,--,--,--
7/13/2020,84,65,25681,3209,273186,3293,298867,61,44,17479,1380,139174,156653,8,2060,10,1693,0,314,53,55,7,5,1,1004,-,-,--,--,--,--,--,--
7/14/2020,74,68,25755,3299,276485,3373,302240,44,46,17523,1291,140465,157988,7,2067,4,1697,0,314,56,55,5,5,1,1005,-,-,--,--,--,--,--,--
7/15/2020,130,96,25885,4181,280666,4311,306551,100,68,17623,1595,142060,159683,5,2072,7,1704,0,314,54,54,5,4,0,1005,-,-,--,--,--,--,--,--
7/16/2020,103,102,25988,3740,284406,3843,310394,76,73,17699,1480,143540,161239,6,2078,9,1713,0,314,51,54,6,5,1,1006,-,-,--,--,--,--,--,--
7/17/2020,156,130,26144,4239,288645,4395,314789,79,85,17778,1709,145249,163027,14,2092,3,1716,1,315,61,55,5,5,2,1008,-,-,--,--,--,--,--,--
7/18/2020,85,115,26229,3272,291917,3357,318146,70,75,17848,1291,146540,164388,5,2097,9,1725,1,316,56,56,5,4,4,1012,-,-,--,--,--,--,--,--
7/19/2020,82,108,26311,2696,294613,2778,320924,57,69,17905,1056,147596,165501,7,2104,3,1728,0,316,60,59,6,4,2,1014,-,-,--,--,--,--,--,--
7/20/2020,71,79,26382,2667,297280,2738,323662,68,65,17973,1346,148942,166915,9,2113,7,1735,0,316,62,59,7,5,2,1016,-,-,--,--,--,--,--,--
7/21/2020,130,94,26512,4304,301584,4434,328096,108,78,18081,1746,150688,168769,9,2122,11,1746,0,316,60,61,9,6,1,1017,-,-,--,--,--,--,--,--
7/22/2020,130,110,26642,3928,305512,4058,332154,86,87,18167,1542,152230,170397,7,2129,8,1754,1,317,58,60,7,6,1,1018,-,-,--,--,--,--,--,--
7/23/2020,141,134,26783,4414,309926,4555,336709,115,103,18282,1805,154035,172317,8,2137,6,1760,0,317,60,59,8,7,0,1018,-,-,--,--,--,--,--,--
7/24/2020,172,148,26955,5966,315892,6138,342847,119,107,18401,2114,156149,174550,15,2152,12,1772,0,317,63,60,9,7,0,1018,-,-,--,--,--,--,--,--
7/25/2020,134,149,27089,4398,320290,4532,347379,107,114,18508,1948,158097,176605,7,2159,7,1779,0,317,63,62,10,8,3,1021,-,-,--,--,--,--,--,--
7/26/2020,62,123,27151,3032,323322,3094,350473,54,93,18562,1210,159307,177869,7,2166,8,1787,0,317,62,63,11,7,1,1022,-,-,--,--,--,--,--,--
7/27/2020,188,128,27339,4191,327513,4379,354852,139,100,18701,2131,161438,180139,12,2178,7,1794,0,317,67,64,13,8,1,1023,-,-,--,--,--,--,--,--
7/28/2020,105,118,27444,3841,331354,3946,358798,95,96,18796,1507,162945,181741,5,2183,5,1799,0,317,67,65,14,7,1,1024,-,-,--,--,--,--,--,--
7/29/2020,190,161,27634,5140,336494,5330,364128,153,129,18949,2109,165054,184003,9,2192,10,1809,0,317,66,67,15,7,0,1024,-,-,--,--,--,--,--,--
7/30/2020,121,139,27755,4345,340839,4466,368594,96,115,19045,1500,166554,185599,6,2198,2,1811,1,318,69,67,15,6,1,1025,-,-,--,--,--,--,--,--
7/31/2020,131,147,27886,5512,346351,5643,374237,89,113,19134,1670,168224,187358,7,2205,9,1820,0,318,67,67,15,7,1,1026,-,-,--,--,--,--,--,--
8/1/2020,109,120,27995,4294,350645,4403,378640,89,91,19223,1420,169644,188867,7,2212,2,1822,0,318,72,69,14,7,1,1027,-,-,--,--,--,--,--,--
8/2/2020,84,108,28079,2804,353449,2888,381528,62,80,19285,1181,170825,190110,12,2224,12,1834,2,320,70,70,14,8,2,1029,-,-,--,--,--,--,--,--
8/3/2020,188,127,28267,5248,358697,5436,386964,150,100,19435,2025,172850,192285,11,2235,10,1844,0,320,71,71,16,7,1,1030,-,-,--,--,--,--,--,--
8/4/2020,125,132,28392,3691,362388,3816,390780,99,104,19534,1625,174475,194009,8,2243,5,1849,1,321,73,71,12,5,2,1032,-,-,--,--,--,--,--,--
8/5/2020,147,153,28539,5933,368321,6080,396860,119,123,19653,2260,176735,196388,10,2253,8,1857,1,322,74,73,10,5,2,1034,-,-,--,--,--,--,--,--
8/6/2020,169,147,28708,5546,373867,5715,402575,120,113,19773,2154,178889,198662,7,2260,9,1866,0,322,72,73,9,4,0,1034,-,-,--,--,--,--,--,--
8/7/2020,123,146,28831,4852,378719,4975,407550,87,109,19860,1949,180838,200698,12,2272,9,1875,1,323,74,73,9,3,2,1036,-,-,--,--,--,--,--,--
8/8/2020,123,138,28954,4113,382832,4236,411786,91,99,19951,1649,182487,202438,18,2290,5,1880,1,324,86,77,8,3,1,1037,-,-,--,--,--,--,--,--
8/9/2020,42,96,28996,1726,384558,1768,413554,35,71,19986,976,183463,203449,6,2296,8,1888,0,324,84,81,9,4,0,1037,-,-,--,--,--,--,--,--
